insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 10, 'definition', '2023-07-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 3, 'Open-architected', '2023-01-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (26, 4, 'core', '2023-02-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (14, 9, 'maximized', '2022-12-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (79, 7, 'hybrid', '2023-06-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (64, 4, 'pricing structure', '2023-03-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (35, 6, 'methodical', '2023-10-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (20, 9, 'Switchable', '2023-10-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 9, 'Optional', '2023-05-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (97, 10, 'Streamlined', '2022-12-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (98, 4, 'encoding', '2023-09-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (30, 5, 'utilisation', '2023-05-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (51, 3, 'open system', '2023-09-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (76, 5, 'bottom-line', '2023-03-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (17, 9, 'Right-sized', '2023-10-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (47, 6, 'open architecture', '2023-04-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (28, 1, 'local area network', '2023-08-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (94, 1, 'uniform', '2023-05-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (7, 10, 'collaboration', '2023-06-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (16, 10, 'contextually-based', '2022-12-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 5, 'analyzing', '2022-11-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (49, 8, 'secured line', '2023-05-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (62, 9, 'productivity', '2023-07-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (51, 8, 'Multi-channelled', '2023-06-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (22, 6, 'Upgradable', '2023-06-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 7, 'Robust', '2023-10-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (58, 2, 'motivating', '2023-09-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 5, 'website', '2023-09-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (45, 6, 'composite', '2023-03-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (95, 8, 'paradigm', '2023-02-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (95, 3, 'functionalities', '2023-06-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 1, 'homogeneous', '2023-02-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (60, 1, 'background', '2023-01-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (51, 7, 'reciprocal', '2023-05-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (76, 8, 'Seamless', '2023-03-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (44, 3, 'global', '2023-06-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (8, 6, 'Future-proofed', '2023-09-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (69, 7, 'incremental', '2023-08-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (69, 5, 'Advanced', '2023-10-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (38, 5, '24 hour', '2023-03-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (59, 4, 'adapter', '2023-03-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (14, 2, 'matrix', '2023-04-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (64, 1, 'Synergistic', '2023-07-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (25, 9, 'database', '2023-03-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (36, 9, 'process improvement', '2023-11-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (74, 7, 'zero defect', '2023-04-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (60, 6, 'Multi-tiered', '2023-10-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (92, 4, 'ability', '2023-08-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (10, 4, 'array', '2023-09-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (24, 10, 'framework', '2022-12-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (77, 4, 'context-sensitive', '2022-12-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 5, 'value-added', '2023-08-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (59, 5, 'matrix', '2022-12-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (17, 9, 'protocol', '2023-06-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (21, 9, 'architecture', '2023-01-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (23, 4, 'national', '2023-01-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (69, 1, 'algorithm', '2023-05-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (41, 4, 'grid-enabled', '2023-01-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (35, 5, 'fresh-thinking', '2023-03-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (88, 4, 'Assimilated', '2023-02-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (92, 7, 'Re-contextualized', '2023-02-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (7, 10, 'task-force', '2022-11-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 5, 'system engine', '2023-02-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (88, 10, 'Robust', '2023-06-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (9, 5, 'background', '2022-12-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (59, 6, 'interface', '2023-02-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (74, 5, 'responsive', '2023-05-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (53, 7, 'frame', '2023-10-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (20, 10, 'hierarchy', '2023-10-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 5, 'middleware', '2023-07-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (62, 7, 'application', '2023-02-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (91, 3, 'system-worthy', '2023-03-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (88, 2, 'homogeneous', '2023-08-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (54, 6, 'collaboration', '2023-01-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (20, 6, 'Customer-focused', '2023-09-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (49, 10, 'product', '2023-03-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (38, 4, 'application', '2023-04-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (80, 5, 'structure', '2023-03-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (86, 2, 'Team-oriented', '2023-06-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (76, 9, 'Reverse-engineered', '2023-02-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (93, 6, 'instruction set', '2023-09-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (11, 9, 'incremental', '2023-10-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (33, 9, 'Innovative', '2023-01-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (78, 7, 'Reduced', '2023-03-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (41, 4, 'encryption', '2023-06-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (58, 6, 'productivity', '2023-05-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (37, 10, 'emulation', '2023-09-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (41, 9, 'Up-sized', '2023-07-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (73, 8, 'Persistent', '2023-05-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (23, 8, 'multi-state', '2022-11-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (20, 8, 'Reverse-engineered', '2023-03-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (86, 3, 'human-resource', '2023-11-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (17, 9, '4th generation', '2023-08-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 5, 'budgetary management', '2022-12-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 2, 'challenge', '2023-05-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (76, 10, 'Profound', '2023-08-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 10, 'holistic', '2023-05-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (76, 9, 'firmware', '2023-03-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (9, 1, 'architecture', '2023-03-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (7, 3, 'process improvement', '2023-01-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (67, 4, 'optimizing', '2023-07-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 4, 'fault-tolerant', '2023-11-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (88, 5, 'systematic', '2023-01-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (7, 4, 'interactive', '2023-03-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (56, 3, 'asynchronous', '2023-02-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 6, 'contingency', '2023-09-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (82, 8, 'contingency', '2023-01-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (95, 10, 'synergy', '2023-07-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (27, 3, 'knowledge user', '2023-06-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (32, 1, 'Function-based', '2023-10-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (100, 7, 'contextually-based', '2023-11-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (98, 10, 'exuding', '2023-10-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 2, 'process improvement', '2023-06-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (9, 1, 'solution-oriented', '2023-09-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (39, 8, 'Ameliorated', '2022-12-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (72, 2, 'encoding', '2022-12-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 9, 'Re-contextualized', '2023-05-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (75, 1, 'help-desk', '2023-08-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (5, 6, 'Reactive', '2023-10-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (28, 5, 'Networked', '2023-10-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (27, 10, 'Horizontal', '2023-04-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (92, 8, 'Right-sized', '2023-04-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 9, 'well-modulated', '2023-01-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (9, 2, 'Cross-platform', '2023-03-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (46, 7, 'Exclusive', '2023-05-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 5, 'Fully-configurable', '2023-08-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (31, 3, 'neutral', '2023-04-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (20, 5, 'Programmable', '2023-03-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (11, 4, 'database', '2023-08-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (18, 9, 'focus group', '2023-01-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 4, 'well-modulated', '2023-04-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (18, 5, 'challenge', '2023-07-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (58, 2, 'matrix', '2023-08-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (53, 9, 'Cross-group', '2023-02-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 9, 'bifurcated', '2023-04-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (100, 8, 'Implemented', '2022-12-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (38, 9, 'firmware', '2023-10-31');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (41, 10, 'strategy', '2023-05-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (87, 6, 'content-based', '2023-06-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (38, 6, 'protocol', '2023-06-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (26, 10, 'value-added', '2023-04-08');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (2, 3, 'clear-thinking', '2023-03-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (64, 2, 'Programmable', '2023-07-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 4, 'discrete', '2023-04-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (17, 8, 'Compatible', '2023-02-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (84, 5, 'customer loyalty', '2022-12-08');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (74, 7, 'context-sensitive', '2023-06-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (19, 2, 'challenge', '2023-04-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (43, 2, 'demand-driven', '2023-01-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (25, 8, 'Self-enabling', '2023-04-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (77, 4, 'mission-critical', '2023-09-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (46, 6, 'website', '2022-12-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (19, 9, 'Organic', '2023-01-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 5, 'Focused', '2023-04-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (59, 9, 'encryption', '2023-01-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (76, 3, 'coherent', '2023-02-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (49, 3, 'Versatile', '2023-08-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (29, 9, 'dedicated', '2023-07-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (15, 6, 'access', '2023-10-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (61, 6, 'neural-net', '2023-04-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (30, 7, 'array', '2023-03-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 3, 'array', '2023-05-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (58, 4, 'bandwidth-monitored', '2023-09-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 1, 'uniform', '2023-03-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (100, 10, 'user-facing', '2023-03-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (78, 1, '4th generation', '2023-09-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (68, 6, 'framework', '2023-07-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (16, 7, 'definition', '2023-06-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (87, 8, 'secured line', '2023-10-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (89, 6, 'product', '2023-05-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (96, 6, 'background', '2023-03-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (45, 5, 'Intuitive', '2023-05-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (92, 4, 'disintermediate', '2023-02-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 5, 'Graphic Interface', '2023-01-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (93, 10, 'methodical', '2023-09-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (25, 3, 'hierarchy', '2023-08-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (100, 9, 'real-time', '2023-01-05');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (35, 7, 'Programmable', '2023-10-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (83, 9, 'neural-net', '2023-09-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 5, 'Operative', '2023-06-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (16, 9, 'Decentralized', '2023-08-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (74, 9, 'Persistent', '2023-02-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (61, 6, 'extranet', '2023-10-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (24, 7, 'pricing structure', '2023-10-03');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (73, 9, 'transitional', '2023-09-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (38, 3, 'structure', '2023-02-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (79, 1, 'explicit', '2023-09-04');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 4, 'Customer-focused', '2023-10-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (3, 9, 'Future-proofed', '2023-01-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (94, 1, 'Progressive', '2023-10-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (57, 7, 'coherent', '2023-09-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 6, 'static', '2023-02-21');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (13, 6, 'neutral', '2023-06-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (29, 2, 'knowledge user', '2023-02-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (86, 7, 'Exclusive', '2023-09-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (78, 1, 'paradigm', '2023-04-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (66, 5, 'Monitored', '2023-07-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (61, 5, 'benchmark', '2023-02-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (39, 9, 'heuristic', '2023-09-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (48, 8, 'Triple-buffered', '2023-02-19');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (30, 8, 'open system', '2023-09-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (8, 6, 'actuating', '2022-12-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (37, 4, 'open architecture', '2023-01-10');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (17, 9, 'Networked', '2023-09-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (80, 10, 'Intuitive', '2023-10-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (14, 5, 'alliance', '2023-09-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (15, 5, 'tertiary', '2023-01-14');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (83, 5, 'next generation', '2023-10-29');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (45, 6, 'Up-sized', '2022-12-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (68, 1, 'knowledge base', '2023-01-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (5, 1, 'radical', '2023-05-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (57, 6, 'Configurable', '2023-06-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (12, 2, 'static', '2023-09-01');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (100, 7, 'Intuitive', '2023-07-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (55, 1, 'Seamless', '2023-10-28');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (99, 7, 'Quality-focused', '2023-10-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (33, 4, 'Adaptive', '2023-05-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (38, 1, 'customer loyalty', '2023-10-25');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (3, 6, 'responsive', '2023-10-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (73, 6, 'radical', '2022-12-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (33, 8, 'archive', '2023-10-23');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (93, 4, 'Realigned', '2023-05-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (91, 2, 'infrastructure', '2023-03-17');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (53, 10, 'system-worthy', '2023-09-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (52, 7, 'ability', '2023-07-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (92, 6, 'internet solution', '2022-12-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (27, 3, 'Multi-channelled', '2022-12-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (31, 9, 'Extended', '2023-06-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (43, 6, 'reciprocal', '2023-10-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (34, 10, 'Cloned', '2023-01-22');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (25, 5, 'contingency', '2023-06-13');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (100, 2, 'Reduced', '2023-10-20');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (93, 2, 'Up-sized', '2022-12-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (47, 5, 'Multi-channelled', '2022-12-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (66, 7, 'Ameliorated', '2023-07-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (67, 2, 'Reactive', '2022-12-27');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (84, 10, 'static', '2023-09-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (8, 6, 'help-desk', '2023-05-16');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (22, 2, 'interactive', '2022-12-07');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (22, 2, 'global', '2023-11-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (59, 9, 'background', '2023-06-06');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (39, 3, 'non-volatile', '2023-08-02');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (72, 5, 'holistic', '2022-12-30');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (65, 10, 'Open-architected', '2023-05-12');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (4, 8, 'User-centric', '2023-03-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (70, 5, 'focus group', '2023-02-11');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (76, 1, 'throughput', '2023-07-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (38, 7, 'scalable', '2023-01-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (6, 7, 'product', '2023-09-15');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (11, 5, 'application', '2023-09-18');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (85, 8, 'asymmetric', '2023-02-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (74, 1, 'Object-based', '2023-05-09');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (57, 1, 'well-modulated', '2023-02-26');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (46, 5, 'well-modulated', '2023-10-24');
insert into comentarios (id_libro, id_usuario, comentario, fecha_publicacion) values (3, 4, 'Multi-lateral', '2023-10-21');
